"","Measure","Pathogen","Disease","Agegroup","Source","median","5%","95%"
"252","Cases","STEC","Haemolytic uremic syndrome","65+","AllFood",13.6735668877355,5.19623472830434,34.4141734228094
"253","Hospitalisations","Listeria monocytogenes","Initial","<5","Beef",0.0231345720937668,0.00895613933714207,0.0492646196416366
"254","Hospitalisations","Listeria monocytogenes","Initial","<5","Dairy",3.33165529690186,1.66664691655404,5.03622045738357
"255","Hospitalisations","Listeria monocytogenes","Initial","<5","Eggs",0,0,0
"256","Hospitalisations","Listeria monocytogenes","Initial","<5","Fin fish",0.0698263294838981,0.0306407218247018,0.132934773897044
"257","Hospitalisations","Listeria monocytogenes","Initial","<5","Fruit",1.53013841759853,0.763953996215016,2.33364841369085
"258","Hospitalisations","Listeria monocytogenes","Initial","<5","Lamb",0.0231221471855839,0.00895068535282868,0.0492568710820538
"259","Hospitalisations","Listeria monocytogenes","Initial","<5","Nuts",0.0230912842857931,0.00888376904539733,0.0492413120424064
"260","Hospitalisations","Listeria monocytogenes","Initial","<5","Other",0.304372240840576,0.138130562493029,0.552321797651624
"261","Hospitalisations","Listeria monocytogenes","Initial","<5","Pork",0.747079814061036,0.374823667790484,1.12348152024427
"262","Hospitalisations","Listeria monocytogenes","Initial","<5","Poultry",0.722848376960591,0.362555567003575,1.0871494688718
"263","Hospitalisations","Listeria monocytogenes","Initial","<5","Seeds and grains",0.226456659558831,0.107485626009258,0.389992606331127
"264","Hospitalisations","Listeria monocytogenes","Initial","<5","Shellfish",0.722501392364508,0.36259202395143,1.08765605302549
"265","Hospitalisations","Listeria monocytogenes","Initial","<5","Vegetables",1.82768325382311,0.916098494778218,2.76160943312966
"266","Hospitalisations","Listeria monocytogenes","Initial","<5","AllFood",9.68496324944138,4.8596596430955,14.5513371903032
"267","Hospitalisations","Listeria monocytogenes","Initial","5-64","Beef",0.0694037162813003,0.0268684180114262,0.14779385892491
"268","Hospitalisations","Listeria monocytogenes","Initial","5-64","Dairy",9.99496589070558,4.99994074966211,15.1086613721507
"269","Hospitalisations","Listeria monocytogenes","Initial","5-64","Eggs",0,0,0
"270","Hospitalisations","Listeria monocytogenes","Initial","5-64","Fin fish",0.209478988451694,0.0919221654741053,0.398804321691131
"271","Hospitalisations","Listeria monocytogenes","Initial","5-64","Fruit",4.59041525279558,2.29186198864505,7.00094524107254
"272","Hospitalisations","Listeria monocytogenes","Initial","5-64","Lamb",0.0693664415567517,0.026852056058486,0.147770613246162
"273","Hospitalisations","Listeria monocytogenes","Initial","5-64","Nuts",0.0692738528573792,0.026651307136192,0.147723936127219
"274","Hospitalisations","Listeria monocytogenes","Initial","5-64","Other",0.913116722521729,0.414391687479086,1.65696539295487
"275","Hospitalisations","Listeria monocytogenes","Initial","5-64","Pork",2.24123944218311,1.12447100337145,3.3704445607328
"276","Hospitalisations","Listeria monocytogenes","Initial","5-64","Poultry",2.16854513088177,1.08766670101073,3.26144840661541
"277","Hospitalisations","Listeria monocytogenes","Initial","5-64","Seeds and grains",0.679369978676493,0.322456878027775,1.16997781899338
"278","Hospitalisations","Listeria monocytogenes","Initial","5-64","Shellfish",2.16750417709352,1.08777607185429,3.26296815907647
"279","Hospitalisations","Listeria monocytogenes","Initial","5-64","Vegetables",5.48304976146934,2.74829548433465,8.28482829938897
"280","Hospitalisations","Listeria monocytogenes","Initial","5-64","AllFood",29.0548897483241,14.5789789292865,43.6540115709094
"281","Hospitalisations","Listeria monocytogenes","Initial","65+","Beef",0.148061261400107,0.0573192917577092,0.315293565706474
"282","Hospitalisations","Listeria monocytogenes","Initial","65+","Dairy",21.3225939001719,10.6665402659458,32.2318109272548
"283","Hospitalisations","Listeria monocytogenes","Initial","65+","Eggs",0,0,0
"284","Hospitalisations","Listeria monocytogenes","Initial","65+","Fin fish",0.446888508696948,0.196100619678091,0.850782552941079
"285","Hospitalisations","Listeria monocytogenes","Initial","65+","Fruit",9.79288587263057,4.8893055757761,14.9353498476214
"286","Hospitalisations","Listeria monocytogenes","Initial","65+","Lamb",0.147981741987737,0.0572843862581035,0.315243974925145
"287","Hospitalisations","Listeria monocytogenes","Initial","65+","Nuts",0.147784219429076,0.0568561218905429,0.315144397071401
"288","Hospitalisations","Listeria monocytogenes","Initial","65+","Other",1.94798234137969,0.884035599955384,3.5348595049704
"289","Hospitalisations","Listeria monocytogenes","Initial","65+","Pork",4.78131080999063,2.3988714738591,7.1902817295633
"290","Hospitalisations","Listeria monocytogenes","Initial","65+","Poultry",4.62622961254778,2.32035562882288,6.95775660077955
"291","Hospitalisations","Listeria monocytogenes","Initial","65+","Seeds and grains",1.44932262117652,0.687908006459253,2.49595268051921
"292","Hospitalisations","Listeria monocytogenes","Initial","65+","Shellfish",4.62400891113285,2.32058895328915,6.96099873936313
"293","Hospitalisations","Listeria monocytogenes","Initial","65+","Vegetables",11.6971728244679,5.8630303665806,17.6743003720298
"294","Hospitalisations","Listeria monocytogenes","Initial","65+","AllFood",61.9837647964248,31.1018217158112,93.1285580179402
"295","Hospitalisations","Non-typhoidal Salmonella","Initial","<5","Beef",55.2738919130152,29.0614589899373,97.4681015560213
"296","Hospitalisations","Non-typhoidal Salmonella","Initial","<5","Dairy",10.0541072507218,5.52516413492626,17.1131857566512
"297","Hospitalisations","Non-typhoidal Salmonella","Initial","<5","Eggs",330.966044500769,191.717972946116,533.554518398888
"298","Hospitalisations","Non-typhoidal Salmonella","Initial","<5","Fin fish",1.08232545606781,0.592906032228836,1.83839721872424
"299","Hospitalisations","Non-typhoidal Salmonella","Initial","<5","Fruit",22.3174776688954,10.7219275395303,42.4070156054729
"300","Hospitalisations","Non-typhoidal Salmonella","Initial","<5","Lamb",45.0818386908277,23.1764964467873,81.6094941779691
"301","Hospitalisations","Non-typhoidal Salmonella","Initial","<5","Nuts",37.1245051948888,17.4156644220901,71.3837998773355
"302","Hospitalisations","Non-typhoidal Salmonella","Initial","<5","Other",15.7021291653697,9.01088697668722,25.7002329158677
"303","Hospitalisations","Non-typhoidal Salmonella","Initial","<5","Pork",78.8504962236018,40.3047692647549,142.987128263217
"304","Hospitalisations","Non-typhoidal Salmonella","Initial","<5","Poultry",214.713655818681,114.583706800178,375.301447278595
"305","Hospitalisations","Non-typhoidal Salmonella","Initial","<5","Seeds and grains",14.0697745982043,7.88559815641762,23.5804247564152
"306","Hospitalisations","Non-typhoidal Salmonella","Initial","<5","Shellfish",2.70265269763963,1.42245350267541,4.76098996731909
"307","Hospitalisations","Non-typhoidal Salmonella","Initial","<5","Vegetables",74.7408241440175,43.5833052310428,120.255007106879
"308","Hospitalisations","Non-typhoidal Salmonella","Initial","<5","AllFood",913.329651498019,579.553465058262,1323.9948292238
"309","Hospitalisations","Non-typhoidal Salmonella","Initial","5-64","Beef",115.162064017286,60.4011534558584,203.475303450692
"310","Hospitalisations","Non-typhoidal Salmonella","Initial","5-64","Dairy",20.961295413474,11.4709440198896,35.5466222247612
"311","Hospitalisations","Non-typhoidal Salmonella","Initial","5-64","Eggs",689.749682660551,400.601477446922,1112.52095519948
"312","Hospitalisations","Non-typhoidal Salmonella","Initial","5-64","Fin fish",2.25420973397573,1.23999280461498,3.83034927657221
"313","Hospitalisations","Non-typhoidal Salmonella","Initial","5-64","Fruit",46.5641966376898,22.400511844214,88.2509574902562
"314","Hospitalisations","Non-typhoidal Salmonella","Initial","5-64","Lamb",94.1200644872187,48.0328483669036,169.878072480729
"315","Hospitalisations","Non-typhoidal Salmonella","Initial","5-64","Nuts",77.2797285847281,36.339571207722,149.073915781689
"316","Hospitalisations","Non-typhoidal Salmonella","Initial","5-64","Other",32.8087833556472,18.7848709912319,53.4122610909779
"317","Hospitalisations","Non-typhoidal Salmonella","Initial","5-64","Pork",164.381672990452,84.1249340890513,297.180025271242
"318","Hospitalisations","Non-typhoidal Salmonella","Initial","5-64","Poultry",447.421917195429,237.914553504126,782.503981044326
"319","Hospitalisations","Non-typhoidal Salmonella","Initial","5-64","Seeds and grains",29.3388999866206,16.3831659678405,49.1190783351679
"320","Hospitalisations","Non-typhoidal Salmonella","Initial","5-64","Shellfish",5.62678812735773,2.97489890819971,9.96911841273089
"321","Hospitalisations","Non-typhoidal Salmonella","Initial","5-64","Vegetables",155.922477708484,90.4863902069153,250.348937897139
"322","Hospitalisations","Non-typhoidal Salmonella","Initial","5-64","AllFood",1906.17727681622,1206.5207153387,2754.17914001582
"323","Hospitalisations","Non-typhoidal Salmonella","Initial","65+","Beef",53.7669330657773,28.3359874055977,95.2049189250138
"324","Hospitalisations","Non-typhoidal Salmonella","Initial","65+","Dairy",9.79822380642636,5.36269741367315,16.7013193482411
"325","Hospitalisations","Non-typhoidal Salmonella","Initial","65+","Eggs",322.320128387808,187.141020217577,520.727646045095
"326","Hospitalisations","Non-typhoidal Salmonella","Initial","65+","Fin fish",1.05404849482101,0.577445086993903,1.7887126023893
"327","Hospitalisations","Non-typhoidal Salmonella","Initial","65+","Fruit",21.7620724898182,10.4489601050284,41.2724305061179
"328","Hospitalisations","Non-typhoidal Salmonella","Initial","65+","Lamb",44.0289480301427,22.5237420149422,79.2653963703311
"329","Hospitalisations","Non-typhoidal Salmonella","Initial","65+","Nuts",36.0930090152091,17.0540599069502,69.474383070017
"330","Hospitalisations","Non-typhoidal Salmonella","Initial","65+","Other",15.3027213056919,8.79676702568468,25.038736747747
"331","Hospitalisations","Non-typhoidal Salmonella","Initial","65+","Pork",76.8430338367588,39.2803448148737,138.992303155489
"332","Hospitalisations","Non-typhoidal Salmonella","Initial","65+","Poultry",209.042109785427,112.243648054389,364.446662468758
"333","Hospitalisations","Non-typhoidal Salmonella","Initial","65+","Seeds and grains",13.6915911652479,7.67693099622711,22.9634978666031
"334","Hospitalisations","Non-typhoidal Salmonella","Initial","65+","Shellfish",2.63192663282201,1.3814564724463,4.64739456766811
"335","Hospitalisations","Non-typhoidal Salmonella","Initial","65+","Vegetables",72.7805764521445,42.4781374264232,116.894635868491
"336","Hospitalisations","Non-typhoidal Salmonella","Initial","65+","AllFood",890.318946349191,563.747410272193,1289.74572769164
"337","Hospitalisations","Non-typhoidal Salmonella","Reactive arthritis","<5","Beef",2.24733871222416,0.649878836754163,5.24234404928854
"338","Hospitalisations","Non-typhoidal Salmonella","Reactive arthritis","<5","Dairy",0.409081868000994,0.121772180657832,0.931457717019095
"339","Hospitalisations","Non-typhoidal Salmonella","Reactive arthritis","<5","Eggs",13.5143748764241,4.07722714670539,29.6120503321901
"340","Hospitalisations","Non-typhoidal Salmonella","Reactive arthritis","<5","Fin fish",0.0439940115622166,0.0130226581373992,0.100010737734047
"341","Hospitalisations","Non-typhoidal Salmonella","Reactive arthritis","<5","Fruit",0.899486736754088,0.250795485978133,2.23913814948875
"342","Hospitalisations","Non-typhoidal Salmonella","Reactive arthritis","<5","Lamb",1.82964116785928,0.529073537638445,4.32872191561566
"343","Hospitalisations","Non-typhoidal Salmonella","Reactive arthritis","<5","Nuts",1.48842235258352,0.41229928345172,3.76131682051041
"344","Hospitalisations","Non-typhoidal Salmonella","Reactive arthritis","<5","Other",0.642233614652008,0.192069567257936,1.41701916517392
"345","Hospitalisations","Non-typhoidal Salmonella","Reactive arthritis","<5","Pork",3.19101715828861,0.918499388064833,7.61039571833149
"346","Hospitalisations","Non-typhoidal Salmonella","Reactive arthritis","<5","Poultry",8.73202798740093,2.55985390033893,20.2382785048253
"347","Hospitalisations","Non-typhoidal Salmonella","Reactive arthritis","<5","Seeds and grains",0.573514704769215,0.170717621073202,1.287973203511
"348","Hospitalisations","Non-typhoidal Salmonella","Reactive arthritis","<5","Shellfish",0.109772154928918,0.0317014516872459,0.256098270970867
"349","Hospitalisations","Non-typhoidal Salmonella","Reactive arthritis","<5","Vegetables",3.05915622217274,0.921054809405126,6.63023712970165
"350","Hospitalisations","Non-typhoidal Salmonella","Reactive arthritis","<5","AllFood",37.4993038826207,11.6141754166052,76.2524553047878
"351","Hospitalisations","Non-typhoidal Salmonella","Reactive arthritis","5-64","Beef",6.4307012767488,1.53741729928731,18.2679840161562
"352","Hospitalisations","Non-typhoidal Salmonella","Reactive arthritis","5-64","Dairy",1.17481036288908,0.287860691366004,3.24111917775888
"353","Hospitalisations","Non-typhoidal Salmonella","Reactive arthritis","5-64","Eggs",38.8640681033562,9.59357940496078,103.894818258112
"354","Hospitalisations","Non-typhoidal Salmonella","Reactive arthritis","5-64","Fin fish",0.126700189745301,0.0307085938937982,0.347767094179854
"355","Hospitalisations","Non-typhoidal Salmonella","Reactive arthritis","5-64","Fruit",2.58900695381836,0.598214910178571,7.7136766027986
"356","Hospitalisations","Non-typhoidal Salmonella","Reactive arthritis","5-64","Lamb",5.27048951959035,1.25346317401314,15.0463640273916
"357","Hospitalisations","Non-typhoidal Salmonella","Reactive arthritis","5-64","Nuts",4.29439609104291,0.982120743578449,12.9233730584001
"358","Hospitalisations","Non-typhoidal Salmonella","Reactive arthritis","5-64","Other",1.84688592015861,0.453056525463906,4.96269161181528
"359","Hospitalisations","Non-typhoidal Salmonella","Reactive arthritis","5-64","Pork",9.1895853125937,2.19557113692352,26.3584148091016
"360","Hospitalisations","Non-typhoidal Salmonella","Reactive arthritis","5-64","Poultry",25.0609810329935,6.04782574480686,70.0023103674675
"361","Hospitalisations","Non-typhoidal Salmonella","Reactive arthritis","5-64","Seeds and grains",1.65218552817217,0.4049886147979,4.50197732849747
"362","Hospitalisations","Non-typhoidal Salmonella","Reactive arthritis","5-64","Shellfish",0.315963002683583,0.0748758678838269,0.891626473287343
"363","Hospitalisations","Non-typhoidal Salmonella","Reactive arthritis","5-64","Vegetables",8.7773788045589,2.17645572047823,23.3062228549979
"364","Hospitalisations","Non-typhoidal Salmonella","Reactive arthritis","5-64","AllFood",107.312726250291,27.2121590960144,271.868928005598
"365","Hospitalisations","Non-typhoidal Salmonella","Reactive arthritis","65+","Beef",1.38806386771325,0.321894346753053,4.07568694634333
"366","Hospitalisations","Non-typhoidal Salmonella","Reactive arthritis","65+","Dairy",0.253168118676041,0.0598649935791963,0.726132121795531
"367","Hospitalisations","Non-typhoidal Salmonella","Reactive arthritis","65+","Eggs",8.35260361222086,2.00808198993735,23.2250063256629
"368","Hospitalisations","Non-typhoidal Salmonella","Reactive arthritis","65+","Fin fish",0.0272274849574105,0.00640653173086489,0.0778208350944305
"369","Hospitalisations","Non-typhoidal Salmonella","Reactive arthritis","65+","Fruit",0.559076202743038,0.125325055613832,1.71618687086749
"370","Hospitalisations","Non-typhoidal Salmonella","Reactive arthritis","65+","Lamb",1.135195793248,0.26097874299407,3.35590629897285
"371","Hospitalisations","Non-typhoidal Salmonella","Reactive arthritis","65+","Nuts",0.922122915301302,0.205966681586016,2.88744317167033
"372","Hospitalisations","Non-typhoidal Salmonella","Reactive arthritis","65+","Other",0.397204352111254,0.0946280996959244,1.10916633608004
"373","Hospitalisations","Non-typhoidal Salmonella","Reactive arthritis","65+","Pork",1.9723253164243,0.457721322107881,5.89307393838664
"374","Hospitalisations","Non-typhoidal Salmonella","Reactive arthritis","65+","Poultry",5.40322506757087,1.26056001215631,15.7217661229013
"375","Hospitalisations","Non-typhoidal Salmonella","Reactive arthritis","65+","Seeds and grains",0.3543678783244,0.0837177879173176,1.00763268607556
